species_id,recorded_species_name,species_name,taxon,reporting_name,phylum,class_,order,family,genus,common_name,range,frequency,abundance,max_length,common_family_name,common_class_name,common_phylum_name,superseded_ids,superseded_names,geom,mapped_id,mapped_superseded_ids
117,Hypoplectrodes nigroruber,Hypoplectrodes nigroruber,Hypoplectrodes nigroruber,Hypoplectrodes nigroruber,Chordata,Actinopterygii,Perciformes,Serranidae,Hypoplectrodes,Banded seaperch,1215.6931,18.8859,1.2556,30,Groupers and rockcods,Ray-finned fishes,Chordates,,,POINT (0 0),110,
119,Achoerodus gouldii,Achoerodus gouldii,Achoerodus gouldii,Achoerodus gouldii,Chordata,Actinopterygii,Perciformes,Labridae,Achoerodus,Western blue groper,922.9117,38.1791,2.2811,175,Wrasses,Ray-finned fishes,Chordates,,,POINT (0 0),112,
120,Siphonognathus tanyourus,Siphonognathus tanyourus,Siphonognathus tanyourus,Siphonognathus tanyourus,Chordata,Actinopterygii,Perciformes,Odacidae,Siphonognathus,Long-tail weed-whiting,475.343,2.1834,2.5,11,cales,Ray-finned fishes,Chordates,,,POINT (0 0),113,
121,Sardinops neopilchardus,Sardinops neopilchardus,Sardinops neopilchardus,Sardinops neopilchardus,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Sardinops,Pilchard,1488.5643,0.7435,128.7308,21,herrings,Ray-finned fishes,Chordates,,,POINT (0 0),114,
122,Siphamia cephalotes,Siphamia cephalotes,Siphamia cephalotes,Siphamia cephalotes,Chordata,Actinopterygii,Perciformes,Apogonidae,Siphamia,Little siphonfish,1043.6757,22.8548,44.2917,5,Cardinalfishes,Ray-finned fishes,Chordates,,,POINT (0 0),115,
123,Meuschenia venusta,Meuschenia venusta,Meuschenia venusta,Meuschenia venusta,Chordata,Actinopterygii,Tetraodontiformes,Monacanthidae,Meuschenia,Stars and stripes leatherjacket,737.1237,5.5759,1.5759,21,Leatherjackets,Ray-finned fishes,Chordates,,,POINT (0 0),116,
125,Platycephalus bassensis,Platycephalus bassensis,Platycephalus bassensis,Platycephalus bassensis,Chordata,Actinopterygii,Scorpaeniformes,Platycephalidae,Platycephalus,Sand flathead,391.7509,3.299,5.4324,46,Flatheads,Ray-finned fishes,Chordates,,,POINT (0 0),119,
126,Parapriacanthus elongatus,Parapriacanthus elongatus,Parapriacanthus elongatus,Parapriacanthus elongatus,Chordata,Actinopterygii,Perciformes,Pempheridae,Parapriacanthus,Slender bullseye,1050.6932,10.06,151.5875,14,Bullseyes,Ray-finned fishes,Chordates,,,POINT (0 0),120,
127,Engraulis australis,Engraulis australis,Engraulis australis,Engraulis australis,Chordata,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,Australian anchovy,1081.7728,1.0943,335.4629,15,anchovies,Ray-finned fishes,Chordates,,,POINT (0 0),121,
128,Gymnothorax prasinus,Gymnothorax prasinus,Gymnothorax prasinus,Gymnothorax prasinus,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,Green moray,1145.6312,22.0261,1.3884,91.5,Moray eels,Ray-finned fishes,Chordates,,,POINT (0 0),122,
129,Omegophora armilla,Omegophora armilla,Omegophora armilla,Omegophora armilla,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Omegophora,Ringed toadfish,1025.295,7.113,1.0516,25,Pufferfishes,Ray-finned fishes,Chordates,,,POINT (0 0),124,
130,New bovichthyid,New bovichthyid,Bovichtid spp.,Bovichtid spp.,Chordata,Actinopterygii,Perciformes,Bovichtidae,,,,,,,,Ray-finned fishes,Chordates,,,POINT (0 0),125,
131,Scobinichthys granulatus,Scobinichthys granulatus,Scobinichthys granulatus,Scobinichthys granulatus,Chordata,Actinopterygii,Tetraodontiformes,Monacanthidae,Scobinichthys,Rough leatherjacket,1085.8668,16.014,1.8061,30,Leatherjackets,Ray-finned fishes,Chordates,,,POINT (0 0),126,
132,Lovettia sealii,Lovettia sealii,Lovettia sealii,Lovettia sealii,Chordata,Actinopterygii,Osmeriformes,Aplochitonidae,Lovettia,Tasmanian whitebait,128.0203,10.5263,59.8333,,,Ray-finned fishes,Chordates,,,POINT (0 0),127,
133,Stigmatopora nigra,Stigmatopora nigra,Stigmatopora nigra,Stigmatopora nigra,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Stigmatopora,Wide-bodied pipefish,891.9241,1.5656,1.3636,16.2,Seahorses and pipefishes,Ray-finned fishes,Chordates,,,POINT (0 0),128,
134,Urolophus gigas,Urolophus gigas,Urolophus gigas,Urolophus gigas,Chordata,Elasmobranchii,Myliobatiformes,Urolophidae,Urolophus,Spotted stingaree,696.1962,5.3129,1.1765,70,round stingrays,Cartilaginous fishes,Chordates,,,POINT (0 0),129,
135,Thalassoma amblycephalum,Thalassoma amblycephalum,Thalassoma amblycephalum,Thalassoma amblycephalum,Chordata,Actinopterygii,Perciformes,Labridae,Thalassoma,Two-tone wrasse,3489.4128,29.8252,38.9075,16,Wrasses,Ray-finned fishes,Chordates,,,POINT (0 0),130,
137,Pseudanthias squamipinnis,Pseudanthias squamipinnis,Pseudanthias squamipinnis,Pseudanthias squamipinnis,Chordata,Actinopterygii,Perciformes,Serranidae,Pseudanthias,Orange seaperch,4499.258,11.7788,106.6076,15,Groupers and rockcods,Ray-finned fishes,Chordates,573,Anthias squamipinnis,POINT (0 0),132,1037
138,Suezichthys devisi,Suezichthys devisi,Suezichthys devisi,Suezichthys devisi,Chordata,Actinopterygii,Perciformes,Labridae,Suezichthys,Gracilis wrasse,145.361,10.3093,1.5833,14,Wrasses,Ray-finned fishes,Chordates,,,POINT (0 0),133,
140,Sillago ciliata,Sillago ciliata,Sillago ciliata,Sillago ciliata,Chordata,Actinopterygii,Perciformes,Sillaginidae,Sillago,Blue-nose whiting/Sand whiting,698.4247,1.7118,13.6186,51,whitings,Ray-finned fishes,Chordates,,,POINT (0 0),135,
141,Aptychotrema rostrata,Aptychotrema rostrata,Aptychotrema rostrata,Aptychotrema rostrata,Chordata,Elasmobranchii,Rajiformes,Rhinobatidae,Aptychotrema,Long-snout shovelnose ray,391.3331,5.1282,1.4348,72,Guitarfishes,Cartilaginous fishes,Chordates,,,POINT (0 0),136,
142,Halichoeres nebulosus,Halichoeres nebulosus,Halichoeres nebulosus,Halichoeres nebulosus,Chordata,Actinopterygii,Perciformes,Labridae,Halichoeres,Clouded wrasse,2295.3694,17.027,14.1715,12,Wrasses,Ray-finned fishes,Chordates,,,POINT (0 0),137,
143,Trachinocephalus myops,Trachinocephalus myops,Trachinocephalus myops,Trachinocephalus myops,Chordata,Actinopterygii,Aulopiformes,Synodontidae,Trachinocephalus,Painted lizardfish,5938.226,0.4049,1,40,Lizardfishes,Ray-finned fishes,Chordates,,,POINT (0 0),138,
145,Strongylura leiura,Strongylura leiura,Strongylura leiura,Strongylura leiura,Chordata,Actinopterygii,Beloniformes,Belonidae,Strongylura,Slender longtom,10,50,3,,Needlefishes,Ray-finned fishes,Chordates,,,POINT (0 0),140,
147,Perryena leucometopon,Perryena leucometopon,Perryena leucometopon,Perryena leucometopon,Chordata,Actinopterygii,Scorpaeniformes,Congiopodidae,Perryena,White-nosed pigfish,10,50,1,,racehorses or pigfishes,Ray-finned fishes,Chordates,,,POINT (0 0),142,
148,Pentapodus vitta,Pentapodus vitta,Pentapodus vitta,Pentapodus vitta,Chordata,Actinopterygii,Perciformes,Nemipteridae,Pentapodus,Western australian butterfish,439.303,29.2683,3.3671,26,Threadfin breams,Ray-finned fishes,Chordates,,,POINT (0 0),143,
150,Scarus ghobban,Scarus ghobban,Scarus ghobban,Scarus ghobban,Chordata,Actinopterygii,Perciformes,Scaridae,Scarus,Blue-barred orange parrotfish,6300.3286,27.0644,6.1636,90,parrotfishes,Ray-finned fishes,Chordates,,,POINT (0 0),145,
155,Trygonorrhina fasciata,Trygonorrhina fasciata,Trygonorrhina fasciata,Trygonorrhina fasciata,Chordata,Elasmobranchii,Rajiformes,Rhinobatidae,Trygonorrhina,Fiddler ray,715.1609,11.619,1.5358,126,Guitarfishes,Cartilaginous fishes,Chordates,,,POINT (0 0),150,
157,Hyporhamphus australis,Hyporhamphus australis,Hyporhamphus australis,Hyporhamphus australis,Chordata,Actinopterygii,Beloniformes,Hemiramphidae,Hyporhamphus,Eastern garfish,143.8553,10.5263,64.1667,39.8,halfbeaks,Ray-finned fishes,Chordates,,,POINT (0 0),152,
158,Scorpaena cardinalis,Scorpaena cardinalis,Scorpaena cardinalis,Scorpaena cardinalis,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,Red rock cod,860.4195,42.2131,1.4052,35,Scorpionfishes,Ray-finned fishes,Chordates,,,POINT (0 0),153,
159,Trachinops taeniatus,Trachinops taeniatus,Trachinops taeniatus,Trachinops taeniatus,Chordata,Actinopterygii,Perciformes,Plesiopidae,Trachinops,Eastern hulafish,269.5298,76.4317,147.839,10,Prettyfins (devilfishes),Ray-finned fishes,Chordates,,,POINT (0 0),154,
160,Pelates sexlineatus,Pelates sexlineatus,Pelates sexlineatus,Pelates sexlineatus,Chordata,Actinopterygii,Perciformes,Terapontidae,Pelates,Eastern striped trumpeter,665.7819,5.137,24.4219,15,grunters or tigerperches,Ray-finned fishes,Chordates,,,POINT (0 0),155,
163,Upeneichthys lineatus,Upeneichthys lineatus,Upeneichthys lineatus,Upeneichthys lineatus,Chordata,Actinopterygii,Perciformes,Mullidae,Upeneichthys,Blue-lined goatfish,1070.4108,23.274,3.4411,30,Goatfishes,Ray-finned fishes,Chordates,,,POINT (0 0),159,
164,Schuettea scalaripinnis,Schuettea scalaripinnis,Schuettea scalaripinnis,Schuettea scalaripinnis,Chordata,Actinopterygii,Perciformes,Monodactylidae,Schuettea,Eastern pomfret,239.9239,49.2958,127.5469,20,Silver batfishes,Ray-finned fishes,Chordates,,,POINT (0 0),160,
165,Pempheris compressa,Pempheris compressa,Pempheris compressa,Pempheris compressa,Chordata,Actinopterygii,Perciformes,Pempheridae,Pempheris,Small-scale bullseye,219.2309,44.5489,43.1698,20,Bullseyes,Ray-finned fishes,Chordates,,,POINT (0 0),161,
166,Chelmonops truncatus,Chelmonops truncatus,Chelmonops truncatus,Chelmonops truncatus,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Chelmonops,Eastern talma,329.6098,9.9747,1.765,22,Butterflyfishes,Ray-finned fishes,Chordates,,,POINT (0 0),162,
167,Parma unifasciata,Parma unifasciata,Parma unifasciata,Parma unifasciata,Chordata,Actinopterygii,Perciformes,Pomacentridae,Parma,Girdled parma,240.6175,68.1818,13.3884,18,Damselfishes,Ray-finned fishes,Chordates,,,POINT (0 0),163,
168,Pomacentrus coelestis,Pomacentrus coelestis,Pomacentrus coelestis,Pomacentrus coelestis,Chordata,Actinopterygii,Perciformes,Pomacentridae,Pomacentrus,Neon damsel,2504.885,30.6779,68.0297,9,Damselfishes,Ray-finned fishes,Chordates,,,POINT (0 0),164,
169,Mecaenichthys immaculatus,Mecaenichthys immaculatus,Mecaenichthys immaculatus,Mecaenichthys immaculatus,Chordata,Actinopterygii,Perciformes,Pomacentridae,Mecaenichthys,Immaculate damsel,201.1636,53.5817,2.5854,12,Damselfishes,Ray-finned fishes,Chordates,,,POINT (0 0),165,
173,Achoerodus viridis,Achoerodus viridis,Achoerodus viridis,Achoerodus viridis,Chordata,Actinopterygii,Perciformes,Labridae,Achoerodus,Eastern blue groper,272.3445,60.3679,2.5584,100,Wrasses,Ray-finned fishes,Chordates,,,POINT (0 0),169,
174,Eupetrichthys angustipes,Eupetrichthys angustipes,Eupetrichthys angustipes,Eupetrichthys angustipes,Chordata,Actinopterygii,Perciformes,Labridae,Eupetrichthys,Snake-skin wrasse,944.0311,23.8727,2.3602,12.4,Wrasses,Ray-finned fishes,Chordates,,,POINT (0 0),170,
175,Notolabrus gymnogenis,Notolabrus gymnogenis,Notolabrus gymnogenis,Notolabrus gymnogenis,Chordata,Actinopterygii,Perciformes,Labridae,Notolabrus,Crimson-banded wrasse,320.5358,63.522,4.4047,49,Wrasses,Ray-finned fishes,Chordates,,,POINT (0 0),171,
176,Plagiotremus rhinorhynchos,Plagiotremus rhinorhynchos,Plagiotremus rhinorhynchos,Plagiotremus rhinorhynchos,Chordata,Actinopterygii,Perciformes,Blenniidae,Plagiotremus,Tube-worm blenny,2704.7847,21.9095,1.8527,12,Blennies,Ray-finned fishes,Chordates,,,POINT (0 0),172,
177,Prionurus microlepidotus,Prionurus microlepidotus,Prionurus microlepidotus,Prionurus microlepidotus,Chordata,Actinopterygii,Perciformes,Acanthuridae,Prionurus,Sawtail surgeonfish,387.2119,27.6753,12.797,70,Surgeonfishes,Ray-finned fishes,Chordates,,,POINT (0 0),173,
178,Acanthurus olivaceus,Acanthurus olivaceus,Acanthurus olivaceus,Acanthurus olivaceus,Chordata,Actinopterygii,Perciformes,Acanthuridae,Acanthurus,Orange-blotch surgeonfish,2658.6997,12.5707,5.042,35,Surgeonfishes,Ray-finned fishes,Chordates,,,POINT (0 0),174,
180,Meuschenia trachylepis,Meuschenia trachylepis,Meuschenia trachylepis,Meuschenia trachylepis,Chordata,Actinopterygii,Tetraodontiformes,Monacanthidae,Meuschenia,Yellow-finned leatherjacket,245.0158,37.2401,2.8957,40,Leatherjackets,Ray-finned fishes,Chordates,,,POINT (0 0),176,
181,Trachurus novaezelandiae,Trachurus novaezelandiae,Trachurus novaezelandiae,Trachurus novaezelandiae,Chordata,Actinopterygii,Perciformes,Carangidae,Trachurus,Yellow-tail scad,1160.2617,21.1969,293.287,50,Trevallies,Ray-finned fishes,Chordates,,,POINT (0 0),177,
182,Cnidoglanis macrocephalus,Cnidoglanis macrocephalus,Cnidoglanis macrocephalus,Cnidoglanis macrocephalus,Chordata,Actinopterygii,Siluriformes,Plotosidae,Cnidoglanis,Estuary catfish,1467.3596,8.9593,1.3567,91,Eeltail catfishes,Ray-finned fishes,Chordates,,,POINT (0 0),178,
184,Orectolobus maculatus,Orectolobus maculatus,Orectolobus maculatus,Orectolobus maculatus,Chordata,Elasmobranchii,Orectolobiformes,Orectolobidae,Orectolobus,Spotted wobbegong,646.8298,15.1398,1.4146,320,Wobbegongs,Cartilaginous fishes,Chordates,,,POINT (0 0),180,
185,Naso unicornis,Naso unicornis,Naso unicornis,Naso unicornis,Chordata,Actinopterygii,Perciformes,Acanthuridae,Naso,Blue-spine unicornfish,2689.2354,23.6386,3.2246,70,Surgeonfishes,Ray-finned fishes,Chordates,,,POINT (0 0),181,
186,Plagiotremus tapeinosoma,Plagiotremus tapeinosoma,Plagiotremus tapeinosoma,Plagiotremus tapeinosoma,Chordata,Actinopterygii,Perciformes,Blenniidae,Plagiotremus,Hit and run blenny,3271.814,25.2766,3.3859,14,Blennies,Ray-finned fishes,Chordates,,,POINT (0 0),182,
187,Coris picta,Coris picta,Coris picta,Coris picta,Chordata,Actinopterygii,Perciformes,Labridae,Coris,Comb wrasse,502.9572,36.8067,3.2552,25,Wrasses,Ray-finned fishes,Chordates,,,POINT (0 0),183,
189,Rhabdosargus sarba,Rhabdosargus sarba,Rhabdosargus sarba,Rhabdosargus sarba,Chordata,Actinopterygii,Perciformes,Sparidae,Rhabdosargus,Tarwhine,1477.2559,16.9096,10.8138,80,Breams,Ray-finned fishes,Chordates,,,POINT (0 0),185,
190,Gerres subfasciatus,Gerres subfasciatus,Gerres subfasciatus,Gerres subfasciatus,Chordata,Actinopterygii,Perciformes,Gerreidae,Gerres,Common silver belly,353.7756,19.3359,7.7811,20,Silverbiddies,Ray-finned fishes,Chordates,,,POINT (0 0),186,
191,Chironemus marmoratus,Chironemus marmoratus,Chironemus marmoratus,Chironemus marmoratus,Chordata,Actinopterygii,Perciformes,Chironemidae,Chironemus,Kelpfish,884.8142,30.5085,3.6332,40,kelpfishes,Ray-finned fishes,Chordates,,,POINT (0 0),187,
192,Scomber australasicus,Scomber australasicus,Scomber australasicus,Scomber australasicus,Chordata,Actinopterygii,Perciformes,Scombridae,Scomber,Slimy mackerel,758.9786,2.7869,103.6705,44,"Tunas, mackerels",Ray-finned fishes,Chordates,,,POINT (0 0),189,
193,Sillago flindersi,Sillago flindersi,Sillago flindersi,Sillago flindersi,Chordata,Actinopterygii,Perciformes,Sillaginidae,Sillago,Eastern school whiting,10,33.3333,1,,whitings,Ray-finned fishes,Chordates,,,POINT (0 0),190,
194,Dicotylichthys punctulatus,Dicotylichthys punctulatus,Dicotylichthys punctulatus,Dicotylichthys punctulatus,Chordata,Actinopterygii,Tetraodontiformes,Diodontidae,Dicotylichthys,Three-bar porcupinefish,269.8425,26.6344,1.3272,40,Porcupinefishes,Ray-finned fishes,Chordates,,,POINT (0 0),191,
196,Canthigaster callisterna,Canthigaster callisterna,Canthigaster callisterna,Canthigaster callisterna,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Canthigaster,Clown toby,894.3238,17.4894,1.259,23,Pufferfishes,Ray-finned fishes,Chordates,,,POINT (0 0),193,
197,Acanthistius ocellatus,Acanthistius ocellatus,Acanthistius ocellatus,Acanthistius ocellatus,Chordata,Actinopterygii,Perciformes,Serranidae,Acanthistius,Eastern wirrah,846.1432,22.9095,1.4571,45,Groupers and rockcods,Ray-finned fishes,Chordates,,,POINT (0 0),194,
198,Aspasmogaster costata,Aspasmogaster costata,Aspasmogaster costata,Aspasmogaster costata,Chordata,Actinopterygii,Gobiesociformes,Gobiesocidae,Aspasmogaster,Eastern clingfish,137.2368,21.6117,1.5543,5,Clingfishes,Ray-finned fishes,Chordates,,,POINT (0 0),195,
199,Trygonoptera testacea,Trygonoptera testacea,Trygonoptera testacea,Trygonoptera testacea,Chordata,Elasmobranchii,Myliobatiformes,Urolophidae,Trygonoptera,Common stingaree,477.0794,12.5265,1.6296,47,round stingrays,Cartilaginous fishes,Chordates,,,POINT (0 0),196,
203,Cenolia trichoptera,Cenolia trichoptera,Cenolia trichoptera,Cenolia trichoptera,Echinodermata,Crinoidea,Articulata,Comasteridae,Cenolia,Feather star,1069.5273,60.2833,44.3667,,,Featherstars,Echinoderms,1300,Comanthus trichoptera,POINT (0 0),200,1957
205,Heliocidaris erythrogramma,Heliocidaris erythrogramma,Heliocidaris erythrogramma,Heliocidaris erythrogramma,Echinodermata,Echinoidea,Echinoida,Echinometridae,Heliocidaris,Short-spined urchin,1096.4384,39.6808,37.1468,9,,Sea urchins,Echinoderms,,,POINT (0 0),202,
206,Centrostephanus rodgersii,Centrostephanus rodgersii,Centrostephanus rodgersii,Centrostephanus rodgersii,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Centrostephanus,Long-spine urchin,1016.2844,38.5131,73.1407,10,,Sea urchins,Echinoderms,,,POINT (0 0),203,
207,Holopneustes inflatus,Holopneustes inflatus,Holopneustes inflatus,Holopneustes inflatus,Echinodermata,Echinoidea,Temnopleuroida,Temnopleuridae,Holopneustes,Inflated egg urchin,315.6225,17.0234,3.0405,7,,Sea urchins,Echinoderms,,,POINT (0 0),204,
208,Amblypneustes ovum,Amblypneustes ovum,Amblypneustes ovum,Amblypneustes ovum,Echinodermata,Echinoidea,Temnopleuroida,Temnopleuridae,Amblypneustes,Egg urchin,580.1254,16.1481,2.883,6,,Sea urchins,Echinoderms,,,POINT (0 0),205,
209,Goniocidaris tubaria,Goniocidaris tubaria,Goniocidaris tubaria,Goniocidaris tubaria,Echinodermata,Echinoidea,Cidaroida,Cidaridae,Goniocidaris,Pencil urchin,861.1653,19.4573,4.0317,6,,Sea urchins,Echinoderms,,,POINT (0 0),206,
210,Astrostole scabra,Astrostole scabra,Astrostole scabra,Astrostole scabra,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Astrostole,Seven-arm star,897.9006,12.5671,1.5482,,,Sea stars,Echinoderms,1403,Astrostole scaber,POINT (0 0),207,2062
211,Fromia polypora,Fromia polypora,Fromia polypora,Fromia polypora,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Fromia,Many-spotted seastar,1359.742,13.5241,1.8458,22,,Sea stars,Echinoderms,,,POINT (0 0),208,
212,Coscinasterias muricata,Coscinasterias muricata,Coscinasterias muricata,Coscinasterias muricata,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Coscinasterias,Eleven-arm star,1099.5743,20.6486,3.6712,50,,Sea stars,Echinoderms,,,POINT (0 0),209,
213,Nectria ocellata,Nectria ocellata,Nectria ocellata,Nectria ocellata,Echinodermata,Asteroidea,Valvatida,Oreasteridae,Nectria,Ocellate seastar,539.5434,33.5777,1.8234,26,,Sea stars,Echinoderms,,,POINT (0 0),210,
215,Petricia vernicina,Petricia vernicina,Petricia vernicina,Petricia vernicina,Echinodermata,Asteroidea,Valvatida,Asteropseidae,Petricia,Velvet star,1130.1459,26.5565,1.7676,18,,Sea stars,Echinoderms,,,POINT (0 0),212,
217,Plectaster decanus,Plectaster decanus,Plectaster decanus,Plectaster decanus,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Plectaster,Mosaic seastar,983.6683,35.0588,1.4155,24,,Sea stars,Echinoderms,,,POINT (0 0),214,
218,Tosia magnifica,Tosia magnifica,Tosia magnifica,Tosia magnifica,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Tosia,Magnificent biscuit star,335.1853,14.5089,2.2021,9,,Sea stars,Echinoderms,,,POINT (0 0),215,
219,Tosia australis,Tosia australis,Tosia australis,Tosia australis,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Tosia,Southern biscuit star,627.1002,38.391,2.9743,10,,Sea stars,Echinoderms,,,POINT (0 0),216,
220,Uniophora granifera,Uniophora granifera,Uniophora granifera,Uniophora granifera,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Uniophora,Granular seastar,543.9696,23.1287,1.6791,24,,Sea stars,Echinoderms,,,POINT (0 0),217,
225,Echinaster arcystatus,Echinaster arcystatus,Echinaster arcystatus,Echinaster arcystatus,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Echinaster,Pale mosaic seastar,904.7298,19.6657,1.3294,36,,Sea stars,Echinoderms,,,POINT (0 0),223,
226,Nectria macrobrachia,Nectria macrobrachia,Nectria macrobrachia,Nectria macrobrachia,Echinodermata,Asteroidea,Valvatida,Oreasteridae,Nectria,Large-plated seastar,1076.855,11.976,2.3175,12,,Sea stars,Echinoderms,,,POINT (0 0),224,
227,Holopneustes porosissimus,Holopneustes porosissimus,Holopneustes porosissimus,Holopneustes porosissimus,Echinodermata,Echinoidea,Temnopleuroida,Temnopleuridae,Holopneustes,Short-spined urchin,1245.6804,21.2534,3.0049,7,,Sea urchins,Echinoderms,,,POINT (0 0),225,
228,Paranepanthia grandis,Paranepanthia grandis,Paranepanthia grandis,Paranepanthia grandis,Echinodermata,Asteroidea,Spinulosida,Asterinidae,Paranepanthia,Grand seastar,699.3523,2.2099,1.0303,14,,Sea stars,Echinoderms,,,POINT (0 0),226,
229,Conocladus australis,Conocladus australis,Conocladus australis,Conocladus australis,Echinodermata,Ophiuroidea,Phrynophiurida,Gorgonocephalidae,Conocladus,Basket star,626.4249,1.7483,2.0667,30,,Basketstars and brittlestars,Echinoderms,,,POINT (0 0),227,
232,Patiriella regularis,Patiriella regularis,Patiriella regularis,Patiriella regularis,Echinodermata,Asteroidea,Spinulosida,Asterinidae,Patiriella,Regular seastar,1012.1765,8.3857,98.375,7,,Sea stars,Echinoderms,,,POINT (0 0),230,
233,Allostichaster polyplax,Allostichaster polyplax,Allostichaster polyplax,Allostichaster polyplax,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Allostichaster,Many-armed seastar,1105.7574,1.9595,6,9,,Sea stars,Echinoderms,230,Allostichaster polyplax changed name to Mucropetraliella elleri,POINT (0 0),231,228
234,Smilasterias multipara,Smilasterias multipara,Smilasterias multipara,Smilasterias multipara,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Smilasterias,Victorian seastar,109.6295,11.7647,1.2,,,Sea stars,Echinoderms,,,POINT (0 0),232,
236,Phyllacanthus parvispinus,Phyllacanthus parvispinus,Phyllacanthus parvispinus,Phyllacanthus parvispinus,Echinodermata,Echinoidea,Cidaroida,Cidaridae,Phyllacanthus,Eastern slate-pencil urchin,628.615,34.6109,4.6763,9,,Sea urchins,Echinoderms,,,POINT (0 0),234,
